timestamps,Model Root/PumpFlow/Value
0.0,0.0
3.0761042999999972,0.0
6.142231000000038,0.0
9.20405100000005,0.0
12.264104300000099,0.0
14.148082700000032,5.0
17.156007799999998,5.0
20.157985000000053,5.0
23.22011860000009,5.0
26.278017100000056,5.0
29.347970600000053,5.0
32.40801120000003,5.0
35.466012800000044,5.0
38.53401310000004,5.0
41.585052500000074,1.0
44.65502040000001,1.0
47.721786000000066,1.0
50.784005200000024,1.0
51.70700540000007,1.0
54.24708200000009,0.5
57.25204400000007,0.5
60.310991400000034,0.5
63.37804660000006,0.5
66.4419547,0.5
69.35702630000003,0.1
71.56499810000003,0.1
74.65504720000001,0.1
77.72198420000007,0.1
80.7810502000001,0.1
83.8410265,0.1
86.90301940000006,0.1
87.35608530000002,0.0
90.42509690000009,0.0
91.28201740000009,0.1
94.35604520000004,0.1
94.71202110000002,0.1
97.75355530000002,0.1
100.8100492000001,0.1
103.8770522000001,0.1
105.59199220000005,0.1
108.7050220000001,0.1
109.26604470000007,0.0
112.31303590000005,0.0
115.37704400000007,0.0
118.45400180000001,0.0
118.91698560000009,0.0
121.64404850000005,0.1
124.68601880000006,0.1
125.3640282,0.5
127.85405000000003,0.5
130.42406270000004,0.0
133.45602250000002,0.0
135.5060112,0.5
138.59100590000003,0.5
141.6589848000001,0.5
144.71999730000005,0.5
147.7790477000001,0.5
150.84699750000004,0.5
153.90704440000002,0.5
156.96702670000002,0.5
157.323032,0.1
160.35603270000001,0.1
163.4240456,0.1
166.48104720000003,0.1
169.54901260000008,0.1
172.61201700000004,0.1
175.6719792,0.1
178.7330908,0.1
181.8010144000001,0.1
184.8570248000001,0.1
187.6460369,0.0
190.67038490000004,0.0
193.06597620000002,0.1
195.58704710000006,0.1
198.6719740000001,0.1
201.73199320000003,0.1
201.75401010000007,0.5
204.79797210000004,0.5
205.64303960000007,0.1
207.4270325,0.1
209.49701220000009,0.0
212.58001050000007,0.0
215.6420339,0.0
218.7020529,0.0
219.8640487,0.0
222.9470110000001,0.5
226.0329988000001,0.5
229.09304600000007,0.5
229.83604420000006,0.5
232.92407480000008,0.5
235.1769908,0.1
238.1942987,0.1
240.1110301,0.1
242.88900840000008,0.0
245.9710100000001,0.0
249.028048,0.0
249.98301830000003,0.1
253.0750359,0.1
256.142023,0.1
259.2010477,0.1
261.9149937000001,0.0
265.0020508,0.0
268.0601207000001,0.0
268.7590395000001,0.0
271.78305650000004,0.0
273.0540228000001,0.2
275.2190378,1.0
278.23302480000007,1.0
281.31303890000004,1.0
281.3620561,1.0
284.37598460000004,1.0
284.8650198,0.1
287.2660072000001,0.1
290.33013099999994,0.1
290.5360269,0.0
293.60905530000014,0.0
296.67595630000005,0.0
299.01698750000014,0.0
300.14304300000003,-0.01
302.33799279999994,1.0
305.42106910000007,1.0
308.48199180000006,1.0
309.0379935000001,0.1
311.74903670000003,0.1
314.82903970000007,0.1
317.8880091000001,0.1
318.6959988000001,0.0
321.7400093000001,0.0
324.7990254000001,0.0
325.13374620000013,0.2
327.3850500000001,0.2
330.48796160000006,0.2
332.69503209999993,0.2
335.7320125000001,0.2
338.01905510000006,0.0
341.0910537,0.0
344.15704730000016,0.0
347.22097410000015,0.0
347.2460085,0.5
350.2791075,0.5
352.0830278000001,0.0
355.09602399999994,0.0
358.15521020000006,0.0
360.00402280000003,0.5
363.07601509999995,0.5
364.81504710000013,0.0
367.88901699999997,0.0
370.9511281,0.0
373.1170532000001,0.5
376.20322020000003,0.5
379.2670445000001,0.5
382.32904540000004,0.5
383.2370466,0.5
385.3040089000001,0.0
388.34675300000004,0.0
391.407023,0.0
394.47098230000006,0.0
397.4950437,0.5
400.5960172,0.5
403.6591856,0.5
406.71749620000014,0.5
406.9760133,0.0
410.03304449999996,0.0
413.09300299999995,0.0
416.15901830000007,0.0
419.2230316,0.0
421.9170202,0.5
425.0189872000001,0.5
428.07504930000005,0.5
430.7710753000001,0.0
433.8769956000001,0.0
436.9409968,0.0
439.99704050000014,0.0
442.7920177000001,0.5
445.8010176,0.5
448.29703689999997,0.0
451.38803069999994,0.0
454.45399569999995,0.0
456.9759715,0.5
460.0350149000001,0.5
461.26300660000015,0.0
464.31706740000004,0.0
467.3730504,0.0
468.0689972,0.5
471.11203810000006,0.5
471.44502850000003,0.5
474.49905620000004,0.5
475.85204509999994,0.0
478.87700500000005,0.0
480.8840481,0.5
483.90699399999994,0.5
486.96803420000015,0.5
487.1800415,0.0
490.24999460000004,0.0
490.3070351000001,0.5
493.3111752,0.5
496.3750256000001,0.5
498.50403230000006,0.0
501.5140076,0.0
502.4200432,0.5
505.4560308,0.5
508.51806980000015,0.5
511.5760018000001,0.5
512.1780016,0.0
515.1840325000001,0.0
517.3819032000001,0.5
520.4710447,0.5
523.5289660999999,0.5
526.5952368000001,0.5
529.6570023000002,0.5
532.717005,0.5
535.7820445,0.5
538.0900196,0.0
541.1450085000001,0.0
542.2590081000001,0.5
545.2989671,0.5
548.3630221999999,0.5
551.4210317,0.5
551.558998,0.0
554.5970299,0.0
557.6560091000001,0.0
558.031074,0.5
561.0500179000001,0.5
564.1440477000001,0.5
567.2060481999999,0.5
570.2630553000001,0.5
571.1190415000001,0.0
573.4089934000001,1.0
576.4989991,1.0
579.566043,1.0
580.3159952000001,0.0
583.3890047,0.0
584.1180469000001,0.5
587.2199908,0.5
590.2800397999999,0.5
593.3460272,0.5
596.4030473,0.5
596.7050181,0.0
599.7950399000001,0.0
600.1480035,0.5
603.1870266000001,0.5
606.2531034000001,0.5
606.2880059000001,0.0
609.3125034,0.0
