timestamps,Model Root/PumpFlow/Value
0.0,0.0
3.036870800000001,0.0
6.0958551,0.0
6.8098364,5.0
9.814889200000001,5.0
12.890932100000002,5.0
15.955875400000002,5.0
19.013801299999997,5.0
22.0798415,5.0
25.141859099999998,5.0
28.201854499999996,5.0
31.2678821,5.0
34.329859299999995,5.0
37.3908559,5.0
40.4558309,5.0
43.514825300000005,5.0
46.5778565,5.0
49.64187020000001,5.0
52.704829600000004,5.0
52.78189319999999,0.0
55.873846300000004,0.0
56.970829099999996,0.0
60.0448726,0.0
63.107877800000004,0.0
66.16986949999999,0.0
69.23290519999999,0.0
72.2958271,0.0
75.35832559999999,0.0
78.42285349999999,0.0
81.48382079999999,0.0
84.54481069999999,0.0
87.60788319999999,0.0
90.67086579999999,0.0
93.7330739,0.0
96.7968131,0.0
99.85783959999999,0.0
102.92082079999999,0.0
105.98188699999999,0.0
109.04584519999999,0.0
112.10999659999999,0.0
115.1708815,0.0
118.23585079999998,0.0
121.29587379999998,0.0
124.357867,0.0
127.41984729999999,0.0
130.48480329999998,0.0
133.5448334,0.0
136.6098448,0.0
139.66985749999998,0.0
142.73308409999999,0.0
145.79384109999998,0.0
