timestamps,Model Root/PumpFlow/Value
0.0,0.0
3.0814067000000023,0.0
6.156109600000036,0.0
7.746049999999968,10.0
10.749665199999981,10.0
13.816329900000028,10.0
16.878682400000002,10.0
19.937543000000005,10.0
23.004774800000064,10.0
26.064852599999995,10.0
29.12340770000003,10.0
32.192135699999994,10.0
35.25575850000007,10.0
38.314378499999975,10.0
41.37511549999999,10.0
44.43612780000001,10.0
47.1600502,0.0
50.24070460000007,0.0
53.3034629,0.0
56.35779930000001,0.0
59.42562929999997,0.0
59.89051810000001,0.0
62.92234510000003,0.0
65.98832270000003,0.0
69.05218920000004,0.0
72.11032030000001,0.0
75.17255590000002,0.0
78.2380561,0.0
81.29813960000001,0.0
84.36265479999997,0.0
87.42783270000007,0.0
90.4851764,0.0
93.5520593,0.0
96.61314570000002,0.0
99.67288229999997,0.0
102.73928920000003,0.0
105.79644700000006,0.0
108.8588545,0.0
111.92854139999997,0.0
114.98846449999996,0.0
118.04603850000001,0.0
121.1135332,0.0
124.1757126,0.0
127.23492940000006,0.0
130.29764650000004,0.0
133.36567730000002,0.0
136.42222460000005,0.0
139.51746779999996,0.0
142.57731190000004,0.0
145.64637490000007,0.0
148.7023001,0.0
151.7681874,0.0
154.82977040000003,0.0
157.89273490000005,0.0
160.9583864,0.0
164.01843129999997,0.0
167.07933730000002,0.0
170.14296839999997,0.0
173.20194830000003,0.0
176.2670779,0.0
179.3295246,0.0
182.39415830000007,0.0
185.45268870000007,0.0
188.51947960000007,0.0
191.58372800000006,0.0
194.64005840000004,0.0
197.71144349999997,0.0
200.7683078,0.0
203.82774040000004,0.0
206.8940463,0.0
209.95198230000005,0.0
213.01741660000005,0.0
216.08270800000003,0.0
219.145626,0.0
222.20243000000005,0.0
225.26900450000005,0.0
228.33313910000004,0.0
231.39040250000005,0.0
234.45678900000007,0.0
237.5194163,0.0
240.60026130000006,0.0
243.6587566999999,0.0
246.7188145,0.0
249.7498889000001,0.0
252.81137760000001,0.0
255.8777983,0.0
258.9426748000001,0.0
261.99957169999993,0.0
265.0684867,0.0
268.12467319999996,0.0
271.1873399000001,0.0
274.25415599999997,0.0
277.3155895,0.0
280.37415910000004,0.0
283.4420448999999,0.0
286.50351380000006,0.0
289.56213460000004,0.0
292.6288443000001,0.0
295.6904581000001,0.0
298.7499545999999,0.0
301.812598,0.0
304.87592900000004,0.0
307.9382786000001,0.0
311.0059444000001,0.0
314.0641964000001,0.0
317.12323689999994,0.0
320.1899573999999,0.0
323.2510843,0.0
326.3111321000001,0.0
329.377827,0.0
332.44115920000013,0.0
335.50113940000006,0.0
338.56530339999995,0.0
341.6271982999999,0.0
344.6870712,0.0
347.7534717000001,0.0
350.8188594999999,0.0
353.87383539999996,0.0
356.9420576,0.0
360.0018894,0.0
363.06577140000013,0.0
366.1285419999999,0.0
369.1882605999999,0.0
372.25099509999995,0.0
375.3128747999999,0.0
378.3780623,0.0
381.43733969999994,0.0
384.50448499999993,0.0
387.5654351999999,0.0
390.62433310000006,0.0
393.69246850000013,0.0
396.75207249999994,0.0
399.814085,0.0
402.8758074,0.0
405.94053469999994,0.0
409.0010989,0.0
412.0660599,0.0
415.12693390000004,0.0
418.18953020000004,0.0
421.2560734000001,0.0
424.3154855,0.0
427.3757906999999,0.0
430.4402743999999,0.0
433.5028021999999,0.0
436.5618193,0.0
439.6284796,0.0
442.6916966000001,0.0
445.74877760000004,0.0
448.81530810000004,0.0
451.87879769999995,0.0
454.9363181000001,0.0
458.00341060000005,0.0
461.07719240000006,0.0
464.14457070000003,0.0
467.20568679999997,0.0
470.2657507000001,0.0
473.3320352999999,0.0
476.3964922,0.0
479.4535062,0.0
482.517296,0.0
485.5818822000001,0.0
488.6427113,0.0
491.707752,0.0
494.7677619000001,0.0
497.84651529999996,0.0
500.9214866,0.0
503.9881517000001,0.0
507.0464890999999,0.0
510.1079552000001,0.0
513.1718034,0.0
516.2372619,0.0
519.2949901,0.0
522.3617188999999,0.0
525.4201797000001,0.0
528.4838540999999,0.0
531.5478644,0.0
534.6128799999999,0.0
537.6707140999999,0.0
540.7403179,0.0
543.8013751999999,0.0
546.8579158,0.0
549.9220422999999,0.0
552.9876614,0.0
556.0478068,0.0
559.1137395999999,0.0
562.1736992000001,0.0
565.2363968,0.0
568.3098726999999,0.0
571.3646279,0.0
574.4214698000001,0.0
577.4873778000001,0.0
580.5498903,0.0
583.6078934,0.0
586.6723641000001,0.0
589.7391435,0.0
592.7957226999999,0.0
595.8637554,0.0
598.9278862000001,0.0
601.9853304999999,0.0
605.0451263,0.0
608.1129591000001,0.0
611.1729949,0.0
614.2383383000001,0.0
617.2953265000001,0.0
620.3584695,0.0
623.4277887000001,0.0
626.4878172000001,0.0
629.5454393,0.0
632.6133451999999,0.0
635.6717370000001,0.0
638.7373551000001,0.0
641.8005175000001,0.0
644.8638349,0.0
647.9209363,0.0
650.9878060000001,0.0
654.0519156,0.0
657.1106047999999,0.0
660.1717851000001,0.0
663.2386991000001,0.0
666.2978284000001,0.0
669.3616906,0.0
672.4218884,0.0
675.4845161000001,0.0
678.5478115000001,0.0
681.6135022999999,0.0
684.6725174000001,0.0
687.7383970999999,0.0
690.7950897000001,0.0
693.8594256000001,0.0
696.9211680000001,0.0
699.9875402,0.0
703.04745,0.0
706.1138096,0.0
709.1711310999999,0.0
712.2331598000001,0.0
715.302592,0.0
718.3634030999999,0.0
721.4212142000001,0.0
724.4887873,0.0
727.5531285,0.0
730.6102621,0.0
733.675403,0.0
736.7386205,0.0
739.7966466,0.0
742.8646726,0.0
745.9218384000001,0.0
748.9836491000001,0.0
752.0467630999999,0.0
755.1120524,0.0
758.1716234,0.0
761.238709,0.0
764.3027162000001,0.0
767.3603615,0.0
770.4221679,0.0
773.4865012,0.0
776.5660557000001,0.0
779.6241737,0.0
782.6877923,0.0
785.7554153000001,0.0
788.8158361000001,0.0
791.8757923000001,0.0
794.9415630999999,0.0
798.0037755999999,0.0
801.0630587999999,0.0
804.1320485000001,0.0
807.1856092,0.0
810.2508399000001,0.0
813.3120888999999,0.0
816.3751778000001,0.0
819.4362403,0.0
822.5054557999999,0.0
825.5690030999999,0.0
828.6235613000001,0.0
831.6930509000001,0.0
834.7540317,0.0
837.8136538000001,0.0
840.8768891,0.0
843.9365626000001,0.0
846.9988564,0.0
850.0667635,0.0
853.128526,0.0
856.1868063,0.0
859.2528343000001,0.0
862.3145638000001,0.0
865.3738450999999,0.0
868.4377208999999,0.0
871.504367,0.0
874.5619589,0.0
877.6284465000001,0.0
880.6857428000001,0.0
883.7495381000001,0.0
886.8158484,0.0
889.8784794000001,0.0
892.9396087,0.0
895.9989923,0.0
899.0664219,0.0
902.1230966,0.0
905.1915358000001,0.0
908.2662335,0.0
911.3349582999999,0.0
914.3950185000001,0.0
917.4546181999999,0.0
920.5183863,0.0
923.5805143,0.0
926.6424991000001,0.0
929.7066708,0.0
932.7690177,0.0
935.8271337000001,0.0
938.8958600999999,0.0
941.9567188999999,0.0
945.0225350999999,0.0
948.0771930999999,0.0
951.1504855000001,0.0
954.2029183,0.0
957.2699932,0.0
960.3267661,0.0
963.3902108,0.0
966.456815,0.0
969.5152426,0.0
972.5781544000001,0.0
975.642971,0.0
978.7074379999999,0.0
981.7656016000001,0.0
984.8300051000001,0.0
987.8948424,0.0
990.9535046999999,0.0
994.0182986,0.0
997.0840149999999,0.0
1000.1414179000001,0.0
1003.2079171,0.0
1006.2689356000001,0.0
1009.3265867,0.0
1012.3938427,0.0
1015.4560122,0.0
1018.5296092000001,0.0
1021.5936139,0.0
1024.6575744,0.0
1027.7372247,0.0
1030.7960736,0.0
1033.8614228000001,0.0
1036.9288971,0.0
1039.9863836,0.0
1043.0522149,0.0
1046.1127021,0.0
1049.1703793,0.0
1052.2376729,0.0
1055.3003915,0.0
